epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
127,19766.3,1.09502,0.89696,1.28911,0.59335,0.65235,0.5912,0.40704,1.05607,0.64585,1.3278,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
128,19920.6,1.08901,0.89061,1.28323,0.5929,0.6568,0.59136,0.40806,1.0545,0.64429,1.32636,0.00903901,0.003013,0.00903901,0.003013,0.00903901,0.003013,0.00903901,0.003013
129,20072.5,1.08185,0.87728,1.2832,0.58974,0.65724,0.59201,0.40814,1.0522,0.64228,1.32409,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
130,20226,1.08535,0.88178,1.27984,0.5953,0.65718,0.59189,0.40832,1.05052,0.64053,1.32258,0.0086169,0.0028723,0.0086169,0.0028723,0.0086169,0.0028723,0.0086169,0.0028723
131,20378.3,1.0829,0.88049,1.27869,0.6004,0.65879,0.59305,0.40905,1.04898,0.63919,1.32093,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
132,20532.6,1.08466,0.87767,1.28055,0.59677,0.65999,0.5937,0.40958,1.04691,0.63713,1.31894,0.00820124,0.00273375,0.00820124,0.00273375,0.00820124,0.00273375,0.00820124,0.00273375
133,20687.2,1.07691,0.87575,1.27667,0.59978,0.66232,0.59353,0.41053,1.04511,0.63592,1.31726,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
134,20844.2,1.07404,0.86547,1.27481,0.59616,0.66378,0.59453,0.41087,1.04325,0.63431,1.31557,0.00779244,0.00259748,0.00779244,0.00259748,0.00779244,0.00259748,0.00779244,0.00259748
135,21003.8,1.07802,0.87571,1.2777,0.59471,0.65897,0.59469,0.41123,1.0413,0.63303,1.31391,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
136,21159.9,1.06903,0.85924,1.26783,0.60005,0.65865,0.59547,0.41206,1.03942,0.63144,1.31215,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363
137,21312.5,1.0571,0.85657,1.25983,0.60011,0.66004,0.59428,0.4113,1.03738,0.62978,1.31023,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
138,21469.8,1.0619,0.8553,1.26752,0.60367,0.66144,0.59398,0.41105,1.03489,0.62786,1.30768,0.00699701,0.00233234,0.00699701,0.00233234,0.00699701,0.00233234,0.00699701,0.00233234
139,21623.2,1.06013,0.84697,1.25858,0.60302,0.66282,0.59376,0.41131,1.03301,0.62579,1.30598,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
140,21787.4,1.05463,0.84461,1.25568,0.59929,0.66145,0.593,0.41112,1.03076,0.62385,1.30388,0.00661117,0.00220372,0.00661117,0.00220372,0.00661117,0.00220372,0.00661117,0.00220372
141,21944.5,1.05257,0.83981,1.25354,0.59831,0.66254,0.59348,0.41194,1.02873,0.62224,1.30222,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
142,22099.6,1.04888,0.83312,1.2543,0.60044,0.66256,0.59394,0.41266,1.02668,0.62069,1.30044,0.00623376,0.00207792,0.00623376,0.00207792,0.00623376,0.00207792,0.00623376,0.00207792
143,22253.7,1.04783,0.8283,1.24748,0.60103,0.66052,0.59357,0.41258,1.02466,0.61929,1.2988,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
144,22413.4,1.03681,0.83548,1.25227,0.6003,0.66002,0.59484,0.41323,1.02277,0.61813,1.29716,0.00586515,0.00195505,0.00586515,0.00195505,0.00586515,0.00195505,0.00586515,0.00195505
145,22569.9,1.03579,0.8205,1.24413,0.60404,0.65899,0.59558,0.41372,1.02116,0.61629,1.29597,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
146,22723.9,1.04529,0.8273,1.25753,0.60611,0.65871,0.59595,0.41485,1.01958,0.61498,1.2944,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523
147,22876.8,1.03393,0.81933,1.244,0.60826,0.65117,0.59567,0.41484,1.0178,0.61346,1.29276,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
148,23031,1.03521,0.82287,1.24389,0.61114,0.6489,0.59533,0.41472,1.01581,0.61173,1.29084,0.00515576,0.00171859,0.00515576,0.00171859,0.00515576,0.00171859,0.00515576,0.00171859
149,23185,1.03355,0.81761,1.2438,0.61135,0.6487,0.59589,0.41547,1.0148,0.61031,1.29013,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
150,23338.3,1.02955,0.81605,1.24368,0.61159,0.64839,0.59567,0.41525,1.0128,0.60911,1.28786,0.00481569,0.00160523,0.00481569,0.00160523,0.00481569,0.00160523,0.00481569,0.00160523
151,23496.9,1.02724,0.81011,1.24227,0.60984,0.64607,0.59375,0.41486,1.01157,0.60766,1.28702,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
152,23659,1.0294,0.81198,1.23898,0.62489,0.62947,0.59439,0.41491,1.0098,0.60586,1.28509,0.00448582,0.00149527,0.00448582,0.00149527,0.00448582,0.00149527,0.00448582,0.00149527
153,23821,1.01576,0.80095,1.23358,0.62561,0.63098,0.5952,0.41555,1.00811,0.60492,1.28343,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
154,23983.4,1.01648,0.80269,1.23338,0.62235,0.63071,0.59493,0.4156,1.00645,0.60381,1.28188,0.00416648,0.00138883,0.00416648,0.00138883,0.00416648,0.00138883,0.00416648,0.00138883
155,24144.3,1.01687,0.80227,1.23531,0.6236,0.62914,0.5955,0.41621,1.00506,0.60295,1.28068,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
156,24305.5,1.01298,0.78898,1.23008,0.61494,0.64901,0.59533,0.41734,1.00356,0.60161,1.27935,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599
157,24465.9,1.00133,0.78644,1.22382,0.61602,0.64985,0.59529,0.41711,1.0021,0.60036,1.2781,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
158,24628.1,1.01086,0.79797,1.23122,0.61812,0.65085,0.59544,0.41752,1.00074,0.5989,1.27688,0.00356061,0.00118687,0.00356061,0.00118687,0.00356061,0.00118687,0.00356061,0.00118687
159,24788.5,1.00538,0.79127,1.22494,0.61809,0.64636,0.59493,0.41782,0.99954,0.59783,1.27571,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
160,24950.9,0.99754,0.77592,1.2186,0.61773,0.65333,0.59436,0.41679,0.99831,0.59662,1.27476,0.00327468,0.00109156,0.00327468,0.00109156,0.00327468,0.00109156,0.00327468,0.00109156
161,25113.7,0.99999,0.77821,1.22092,0.62003,0.64734,0.59474,0.41722,0.99702,0.59561,1.27371,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
162,25274.5,0.99534,0.77925,1.22426,0.62309,0.64648,0.59459,0.41786,0.99564,0.59471,1.27261,0.00300048,0.00100016,0.00300048,0.00100016,0.00300048,0.00100016,0.00300048,0.00100016
163,25435.1,0.99188,0.77415,1.21738,0.62452,0.64329,0.59404,0.41768,0.99393,0.59374,1.27111,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
164,25597.5,0.99113,0.77021,1.21891,0.62647,0.64333,0.59347,0.41753,0.99241,0.59252,1.26967,0.00273826,0.000912754,0.00273826,0.000912754,0.00273826,0.000912754,0.00273826,0.000912754
165,25760.1,0.97839,0.76357,1.21251,0.6263,0.64402,0.5937,0.41805,0.99071,0.59159,1.26814,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
166,25921.1,0.99121,0.76794,1.21872,0.62738,0.64355,0.59385,0.41781,0.98903,0.59109,1.26684,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431
167,26081.9,0.98533,0.76837,1.21399,0.62692,0.64362,0.59353,0.41765,0.98749,0.59016,1.26562,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
168,26242.7,0.97882,0.76165,1.20905,0.62526,0.64421,0.59356,0.41823,0.98592,0.58902,1.26441,0.00225082,0.000750274,0.00225082,0.000750274,0.00225082,0.000750274,0.00225082,0.000750274
169,26405.2,0.97695,0.75834,1.20972,0.63246,0.64289,0.59391,0.41868,0.98425,0.58858,1.26308,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
170,26567.8,0.96893,0.75486,1.20605,0.63309,0.64342,0.59392,0.41942,0.98282,0.58732,1.26193,0.00202608,0.00067536,0.00202608,0.00067536,0.00202608,0.00067536,0.00202608,0.00067536
171,26729.5,0.97981,0.75869,1.2092,0.63766,0.64285,0.5939,0.41957,0.9815,0.58622,1.26077,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
172,26893,0.97536,0.75416,1.20599,0.64284,0.63562,0.59351,0.41975,0.98032,0.58526,1.25968,0.00181429,0.000604763,0.00181429,0.000604763,0.00181429,0.000604763,0.00181429,0.000604763
173,27057.5,0.97062,0.75599,1.2062,0.64243,0.63181,0.59431,0.42004,0.97893,0.58435,1.25865,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
174,27215.1,0.9634,0.75007,1.20266,0.64324,0.63174,0.5948,0.42006,0.97768,0.58341,1.25765,0.00161566,0.000538554,0.00161566,0.000538554,0.00161566,0.000538554,0.00161566,0.000538554
175,27372.2,0.96099,0.7444,1.20127,0.64377,0.63498,0.59608,0.42129,0.9761,0.58285,1.2566,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
176,27535.7,0.96499,0.74909,1.19921,0.64165,0.63228,0.59584,0.42188,0.97467,0.58228,1.25544,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796
177,27692.3,0.95917,0.73624,1.19597,0.64169,0.6313,0.59593,0.42188,0.97344,0.5812,1.25447,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
178,27850.7,0.96128,0.74169,1.19635,0.64083,0.6314,0.59641,0.42259,0.97192,0.5806,1.25332,0.00125866,0.000419552,0.00125866,0.000419552,0.00125866,0.000419552,0.00125866,0.000419552
179,28010.4,0.96331,0.74139,1.19996,0.63932,0.63117,0.59707,0.42323,0.97036,0.58008,1.2521,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
180,28175.1,0.96104,0.73526,1.195,0.63807,0.63094,0.59733,0.42371,0.96896,0.57937,1.25106,0.00110063,0.000366877,0.00110063,0.000366877,0.00110063,0.000366877,0.00110063,0.000366877
181,28353.3,0.86459,0.5196,1.14665,0.63761,0.63221,0.59722,0.42356,0.96739,0.57828,1.24991,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
182,28513,0.84568,0.49753,1.13188,0.63884,0.63165,0.59813,0.42403,0.96575,0.57748,1.24858,0.000956474,0.000318825,0.000956474,0.000318825,0.000956474,0.000318825,0.000956474,0.000318825
183,28672.2,0.8411,0.49751,1.13056,0.64274,0.63142,0.59838,0.42474,0.96388,0.57683,1.2472,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
184,28827.7,0.83224,0.48861,1.1198,0.64267,0.63135,0.59885,0.42541,0.96181,0.57617,1.24567,0.000826322,0.000275441,0.000826322,0.000275441,0.000826322,0.000275441,0.000826322,0.000275441
185,28991.5,0.83114,0.48638,1.1231,0.64174,0.63041,0.59896,0.4247,0.96018,0.57557,1.24452,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
186,29154.4,0.82364,0.48236,1.11676,0.64416,0.63036,0.599,0.425,0.95857,0.57522,1.24329,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769
187,29312.7,0.82313,0.47968,1.11674,0.64865,0.62823,0.59903,0.42519,0.95707,0.57448,1.24223,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
188,29471.3,0.81794,0.47732,1.11439,0.64816,0.62838,0.59942,0.42601,0.95532,0.57414,1.24094,0.000608541,0.000202847,0.000608541,0.000202847,0.000608541,0.000202847,0.000608541,0.000202847
189,29629.3,0.81726,0.47423,1.1129,0.64919,0.62988,0.59938,0.42599,0.95378,0.57345,1.24016,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
190,29789,0.81409,0.46732,1.10849,0.66294,0.62435,0.5994,0.42592,0.95225,0.57336,1.23918,0.000521127,0.000173709,0.000521127,0.000173709,0.000521127,0.000173709,0.000521127,0.000173709
191,29947.2,0.81336,0.46941,1.11265,0.63569,0.63371,0.59951,0.426,0.95032,0.57268,1.23754,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
192,30104.8,0.81394,0.47366,1.11045,0.66084,0.62134,0.60018,0.42677,0.94883,0.57173,1.23674,0.000448149,0.000149383,0.000448149,0.000149383,0.000448149,0.000149383,0.000448149,0.000149383
193,30263.3,0.80996,0.46626,1.1074,0.65042,0.62984,0.60037,0.42683,0.94787,0.57089,1.23657,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
194,30418.6,0.80473,0.46406,1.10405,0.64996,0.62974,0.60083,0.42717,0.94665,0.5704,1.23597,0.00038968,0.000129893,0.00038968,0.000129893,0.00038968,0.000129893,0.00038968,0.000129893
195,30580.7,0.80661,0.46308,1.10477,0.65237,0.6292,0.60181,0.42819,0.94554,0.5699,1.23542,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
196,30734.8,0.80731,0.46279,1.10502,0.65482,0.62656,0.60241,0.42839,0.94449,0.56952,1.23489,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259
197,30897.6,0.80602,0.46673,1.10467,0.65379,0.62578,0.60293,0.42954,0.94351,0.56919,1.23453,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
198,31057.9,0.80267,0.46077,1.10295,0.65404,0.62475,0.60296,0.42956,0.9425,0.56898,1.23415,0.000316485,0.000105495,0.000316485,0.000105495,0.000316485,0.000105495,0.000316485,0.000105495
199,31216.4,0.80023,0.45765,1.09756,0.65236,0.62696,0.60311,0.4294,0.94162,0.56856,1.23386,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
200,31373.6,0.80173,0.45789,1.10042,0.65274,0.62607,0.60443,0.42992,0.94066,0.56834,1.23318,0.000301832,0.000100611,0.000301832,0.000100611,0.000301832,0.000100611,0.000301832,0.000100611
