epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
15,1718.36,1.62519,1.7084,0.01854,0.53791,0.47365,0.46001,0.26997,1.54882,1.25925,0.03076,0.0290811,0.00969368,0.0290811,0.00969368,0.0290811,0.00969368,0.0290811,0.00969368
16,1825.19,1.60987,1.65793,0.01835,0.63086,0.47934,0.44696,0.26999,1.50719,1.19216,0.02986,0.0289467,0.0096489,0.0289467,0.0096489,0.0289467,0.0096489,0.0289467,0.0096489
17,1931.49,1.61566,1.66054,0.01836,0.57298,0.45542,0.43543,0.25377,1.57248,1.3031,0.0319,0.0288035,0.00960118,0.0288035,0.00960118,0.0288035,0.00960118,0.0288035,0.00960118
18,2037.19,1.60495,1.64717,0.01841,0.64528,0.46306,0.47661,0.28865,1.49416,1.11332,0.02991,0.0286517,0.00955055,0.0286517,0.00955055,0.0286517,0.00955055,0.0286517,0.00955055
19,2145.5,1.60072,1.62226,0.0186,0.73624,0.45864,0.46444,0.28318,1.46172,1.08653,0.02858,0.0284912,0.00949705,0.0284912,0.00949705,0.0284912,0.00949705,0.0284912,0.00949705
20,2249.73,1.58234,1.61158,0.01795,0.67895,0.512,0.46864,0.28633,1.44821,1.14048,0.0282,0.0283221,0.00944071,0.0283221,0.00944071,0.0283221,0.00944071,0.0283221,0.00944071
21,2356.81,1.59389,1.59543,0.01807,0.63916,0.45675,0.46746,0.28627,1.42138,1.00126,0.02734,0.0281447,0.00938156,0.0281447,0.00938156,0.0281447,0.00938156,0.0281447,0.00938156
22,2459.69,1.57957,1.59298,0.01784,0.56337,0.44801,0.47432,0.29592,1.41944,1.07272,0.02748,0.027959,0.00931965,0.027959,0.00931965,0.027959,0.00931965,0.027959,0.00931965
23,2563.34,1.56694,1.57925,0.01789,0.5327,0.51574,0.4785,0.30259,1.39494,1.02529,0.02708,0.027765,0.00925501,0.027765,0.00925501,0.027765,0.00925501,0.027765,0.00925501
24,2667.22,1.57081,1.56029,0.01794,0.60785,0.50123,0.49912,0.31836,1.37425,1.01704,0.02628,0.027563,0.00918768,0.027563,0.00918768,0.027563,0.00918768,0.027563,0.00918768
25,2776.42,1.56255,1.54885,0.01769,0.62726,0.5223,0.49266,0.31235,1.38208,0.99205,0.02654,0.0273531,0.00911771,0.0273531,0.00911771,0.0273531,0.00911771,0.0273531,0.00911771
26,2882,1.5545,1.54195,0.01779,0.73745,0.5175,0.50087,0.31468,1.4011,0.99387,0.02691,0.0271354,0.00904513,0.0271354,0.00904513,0.0271354,0.00904513,0.0271354,0.00904513
27,2986.23,1.55537,1.53238,0.01766,0.59935,0.4975,0.49404,0.31684,1.36622,0.94968,0.02597,0.02691,0.00897,0.02691,0.00897,0.02691,0.00897,0.02691,0.00897
28,3090.94,1.54774,1.51463,0.01742,0.59962,0.51025,0.4927,0.31554,1.34673,0.94437,0.02526,0.0266771,0.00889237,0.0266771,0.00889237,0.0266771,0.00889237,0.0266771,0.00889237
29,3193.5,1.54493,1.5121,0.01736,0.72012,0.48443,0.50279,0.31578,1.3922,0.95095,0.02664,0.0264368,0.00881227,0.0264368,0.00881227,0.0264368,0.00881227,0.0264368,0.00881227
30,3297.38,1.54774,1.50236,0.01737,0.66295,0.51809,0.50618,0.32492,1.35154,0.932,0.02585,0.0261893,0.00872977,0.0261893,0.00872977,0.0261893,0.00872977,0.0261893,0.00872977
31,3401.48,1.53682,1.50251,0.01731,0.63802,0.52605,0.50768,0.31694,1.36217,0.93971,0.0258,0.0259347,0.00864491,0.0259347,0.00864491,0.0259347,0.00864491,0.0259347,0.00864491
32,3503.72,1.53227,1.48213,0.01725,0.59213,0.52655,0.51444,0.32582,1.35376,0.90407,0.0255,0.0256733,0.00855775,0.0256733,0.00855775,0.0256733,0.00855775,0.0256733,0.00855775
33,3604.89,1.53456,1.47378,0.01724,0.55675,0.56823,0.51401,0.3281,1.33432,0.89709,0.02536,0.025405,0.00846834,0.025405,0.00846834,0.025405,0.00846834,0.025405,0.00846834
34,3704.79,1.51793,1.46597,0.01719,0.62735,0.5407,0.50999,0.32742,1.31633,0.89229,0.0248,0.0251302,0.00837675,0.0251302,0.00837675,0.0251302,0.00837675,0.0251302,0.00837675
35,3806.2,1.52319,1.47685,0.01716,0.65133,0.52889,0.52589,0.33968,1.30162,0.86968,0.02423,0.024849,0.00828301,0.024849,0.00828301,0.024849,0.00828301,0.024849,0.00828301
36,3908.43,1.51785,1.44598,0.01713,0.58256,0.56933,0.53665,0.34662,1.29394,0.87152,0.02413,0.0245616,0.00818721,0.0245616,0.00818721,0.0245616,0.00818721,0.0245616,0.00818721
37,4011,1.51775,1.44457,0.01699,0.62768,0.52337,0.53437,0.3503,1.2831,0.85899,0.02374,0.0242682,0.00808939,0.0242682,0.00808939,0.0242682,0.00808939,0.0242682,0.00808939
38,4110.51,1.51579,1.44297,0.01715,0.62428,0.5578,0.5362,0.35208,1.28869,0.85166,0.02376,0.0239689,0.00798963,0.0239689,0.00798963,0.0239689,0.00798963,0.0239689,0.00798963
39,4213.48,1.51257,1.43221,0.0169,0.60619,0.53374,0.53014,0.34661,1.2786,0.83123,0.02359,0.0236639,0.00788797,0.0236639,0.00788797,0.0236639,0.00788797,0.0236639,0.00788797
40,4315.08,1.50797,1.40737,0.01702,0.70893,0.50236,0.54048,0.35705,1.28239,0.8312,0.02379,0.0233535,0.00778449,0.0233535,0.00778449,0.0233535,0.00778449,0.0233535,0.00778449
41,4417.76,1.51015,1.40997,0.01674,0.64689,0.5587,0.54614,0.35757,1.26935,0.82334,0.02337,0.0230378,0.00767925,0.0230378,0.00767925,0.0230378,0.00767925,0.0230378,0.00767925
42,4519.29,1.5008,1.39846,0.01669,0.61389,0.5604,0.53949,0.35271,1.27829,0.81973,0.02379,0.022717,0.00757232,0.022717,0.00757232,0.022717,0.00757232,0.022717,0.00757232
43,4621.11,1.49438,1.39655,0.01654,0.67008,0.56524,0.54583,0.35876,1.25528,0.80875,0.02299,0.0223913,0.00746376,0.0223913,0.00746376,0.0223913,0.00746376,0.0223913,0.00746376
44,4722.23,1.48864,1.39037,0.01668,0.60939,0.56879,0.53322,0.3502,1.25763,0.81202,0.02293,0.022061,0.00735365,0.022061,0.00735365,0.022061,0.00735365,0.022061,0.00735365
45,4822.75,1.48552,1.39675,0.01651,0.61083,0.54727,0.54044,0.35903,1.25395,0.79253,0.02301,0.0217262,0.00724205,0.0217262,0.00724205,0.0217262,0.00724205,0.0217262,0.00724205
46,4925.02,1.4817,1.36,0.01643,0.60471,0.54204,0.54339,0.36247,1.2333,0.80082,0.0225,0.0213871,0.00712904,0.0213871,0.00712904,0.0213871,0.00712904,0.0213871,0.00712904
47,5023.79,1.48036,1.3835,0.01648,0.54752,0.56984,0.54655,0.36532,1.22836,0.77315,0.02225,0.021044,0.00701468,0.021044,0.00701468,0.021044,0.00701468,0.021044,0.00701468
48,5126.23,1.47429,1.35474,0.0164,0.54358,0.60133,0.54406,0.36174,1.22644,0.78258,0.02226,0.0206972,0.00689905,0.0206972,0.00689905,0.0206972,0.00689905,0.0206972,0.00689905
49,5228.97,1.48405,1.37757,0.01657,0.60894,0.58511,0.54641,0.36407,1.22825,0.77509,0.02226,0.0203467,0.00678222,0.0203467,0.00678222,0.0203467,0.00678222,0.0203467,0.00678222
50,5331.02,1.47503,1.36373,0.0166,0.5276,0.56209,0.54561,0.36589,1.22361,0.76311,0.02207,0.0199928,0.00666426,0.0199928,0.00666426,0.0199928,0.00666426,0.0199928,0.00666426
51,5433.45,1.47089,1.32737,0.01645,0.52893,0.58499,0.54844,0.36767,1.21441,0.75659,0.02188,0.0196358,0.00654526,0.0196358,0.00654526,0.0196358,0.00654526,0.0196358,0.00654526
52,5536.29,1.46598,1.33905,0.01632,0.51223,0.60669,0.55233,0.37235,1.20553,0.74162,0.02171,0.0192758,0.00642528,0.0192758,0.00642528,0.0192758,0.00642528,0.0192758,0.00642528
53,5640.02,1.45858,1.32667,0.01619,0.55481,0.58117,0.55662,0.37276,1.20563,0.74414,0.0217,0.0189132,0.00630439,0.0189132,0.00630439,0.0189132,0.00630439,0.0189132,0.00630439
54,5743.59,1.46104,1.33617,0.01615,0.52792,0.618,0.55613,0.37395,1.21136,0.74227,0.0218,0.0185481,0.00618269,0.0185481,0.00618269,0.0185481,0.00618269,0.0185481,0.00618269
55,5848.82,1.45826,1.33893,0.01621,0.59576,0.59512,0.55532,0.37408,1.20714,0.73918,0.0217,0.0181807,0.00606023,0.0181807,0.00606023,0.0181807,0.00606023,0.0181807,0.00606023
56,5950.69,1.44185,1.30763,0.01587,0.56434,0.58645,0.55673,0.37329,1.20288,0.74002,0.02153,0.0178113,0.00593711,0.0178113,0.00593711,0.0178113,0.00593711,0.0178113,0.00593711
57,6057.76,1.44777,1.30936,0.01627,0.5782,0.58772,0.56262,0.37776,1.20032,0.73582,0.02152,0.0174402,0.0058134,0.0174402,0.0058134,0.0174402,0.0058134,0.0174402,0.0058134
58,6160.41,1.4466,1.29997,0.01607,0.61272,0.59037,0.56404,0.37761,1.19313,0.73897,0.02134,0.0170675,0.00568917,0.0170675,0.00568917,0.0170675,0.00568917,0.0170675,0.00568917
59,6262.57,1.44392,1.29644,0.01598,0.57648,0.59382,0.565,0.37848,1.19839,0.72342,0.02152,0.0166935,0.0055645,0.0166935,0.0055645,0.0166935,0.0055645,0.0166935,0.0055645
60,6363.35,1.45149,1.28699,0.01591,0.58334,0.60204,0.56297,0.37808,1.19301,0.71294,0.02131,0.0163185,0.00543948,0.0163185,0.00543948,0.0163185,0.00543948,0.0163185,0.00543948
61,6490.07,1.42528,1.27036,0.01565,0.5733,0.61307,0.56442,0.38002,1.18537,0.70731,0.02108,0.0159426,0.00531419,0.0159426,0.00531419,0.0159426,0.00531419,0.0159426,0.00531419
62,6615.39,1.42052,1.28198,0.01572,0.58779,0.60398,0.5653,0.37999,1.17663,0.70713,0.0208,0.0155661,0.00518869,0.0155661,0.00518869,0.0155661,0.00518869,0.0155661,0.00518869
63,6742.41,1.42008,1.25474,0.01545,0.61013,0.61047,0.56847,0.38304,1.16926,0.70434,0.02056,0.0151892,0.00506308,0.0151892,0.00506308,0.0151892,0.00506308,0.0151892,0.00506308
64,6869.95,1.42624,1.26775,0.01588,0.58384,0.61605,0.56447,0.37963,1.16871,0.69731,0.02054,0.0148123,0.00493742,0.0148123,0.00493742,0.0148123,0.00493742,0.0148123,0.00493742
65,6989.59,1.41979,1.26659,0.01548,0.60557,0.62663,0.56726,0.38196,1.16558,0.69676,0.02048,0.0144354,0.00481181,0.0144354,0.00481181,0.0144354,0.00481181,0.0144354,0.00481181
66,7106.54,1.41794,1.24674,0.01561,0.57767,0.63064,0.56544,0.38108,1.16528,0.69584,0.02048,0.0140589,0.00468631,0.0140589,0.00468631,0.0140589,0.00468631,0.0140589,0.00468631
67,7223.94,1.42029,1.25516,0.0155,0.5884,0.63145,0.56993,0.38449,1.15815,0.69444,0.02031,0.013683,0.00456102,0.013683,0.00456102,0.013683,0.00456102,0.013683,0.00456102
68,7339.03,1.41825,1.24682,0.01534,0.57325,0.64153,0.57377,0.3872,1.15587,0.6938,0.02026,0.013308,0.004436,0.013308,0.004436,0.013308,0.004436,0.013308,0.004436
69,7457.94,1.39939,1.23596,0.01542,0.58798,0.64528,0.57498,0.38785,1.15362,0.69534,0.02023,0.012934,0.00431133,0.012934,0.00431133,0.012934,0.00431133,0.012934,0.00431133
70,7576.62,1.39887,1.23868,0.01528,0.60866,0.63637,0.57662,0.38927,1.15275,0.68961,0.02016,0.0125613,0.0041871,0.0125613,0.0041871,0.0125613,0.0041871,0.0125613,0.0041871
71,7693.36,1.39552,1.21437,0.01514,0.60552,0.62769,0.57771,0.38932,1.15301,0.69077,0.0202,0.0121902,0.00406339,0.0121902,0.00406339,0.0121902,0.00406339,0.0121902,0.00406339
72,7808.25,1.38332,1.21716,0.01517,0.57976,0.65111,0.57924,0.39092,1.15222,0.68531,0.02019,0.0118208,0.00394027,0.0118208,0.00394027,0.0118208,0.00394027,0.0118208,0.00394027
73,7929.23,1.38983,1.20115,0.01499,0.60135,0.64782,0.58005,0.39266,1.15152,0.68583,0.02017,0.0114534,0.00381781,0.0114534,0.00381781,0.0114534,0.00381781,0.0114534,0.00381781
74,8048.9,1.39303,1.21474,0.01538,0.60395,0.65593,0.58333,0.39462,1.15077,0.67836,0.02012,0.0110883,0.00369611,0.0110883,0.00369611,0.0110883,0.00369611,0.0110883,0.00369611
75,8168.32,1.39247,1.20321,0.0151,0.60027,0.65707,0.58094,0.39314,1.1492,0.67514,0.0201,0.0107257,0.00357522,0.0107257,0.00357522,0.0107257,0.00357522,0.0107257,0.00357522
76,8288.78,1.37986,1.1898,0.01487,0.60443,0.65648,0.58214,0.39453,1.14956,0.6725,0.02011,0.0103657,0.00345524,0.0103657,0.00345524,0.0103657,0.00345524,0.0103657,0.00345524
77,8408.46,1.37562,1.18234,0.01483,0.60804,0.65266,0.58076,0.39318,1.14996,0.67161,0.02012,0.0100087,0.00333624,0.0100087,0.00333624,0.0100087,0.00333624,0.0100087,0.00333624
78,8527.16,1.3588,1.17213,0.01494,0.62566,0.64976,0.58118,0.39373,1.14867,0.66793,0.02009,0.00965484,0.00321828,0.00965484,0.00321828,0.00965484,0.00321828,0.00965484,0.00321828
79,8646.92,1.36958,1.18216,0.01476,0.62043,0.65012,0.58255,0.39456,1.14689,0.66735,0.02005,0.00930435,0.00310145,0.00930435,0.00310145,0.00930435,0.00310145,0.00930435,0.00310145
80,8766.07,1.35998,1.17083,0.01454,0.62175,0.65066,0.58378,0.39561,1.14417,0.6675,0.02001,0.00895746,0.00298582,0.00895746,0.00298582,0.00895746,0.00298582,0.00895746,0.00298582
81,8886.96,1.3653,1.1747,0.01459,0.62337,0.65448,0.58511,0.39605,1.14103,0.66808,0.01992,0.00861438,0.00287146,0.00861438,0.00287146,0.00861438,0.00287146,0.00861438,0.00287146
82,9006.55,1.35527,1.1517,0.01451,0.61833,0.64978,0.58346,0.39532,1.13834,0.66572,0.01984,0.00827534,0.00275845,0.00827534,0.00275845,0.00827534,0.00275845,0.00827534,0.00275845
83,9126.76,1.34505,1.14898,0.01465,0.61229,0.65268,0.58558,0.39807,1.13638,0.66597,0.01978,0.00794054,0.00264685,0.00794054,0.00264685,0.00794054,0.00264685,0.00794054,0.00264685
84,9247.85,1.34207,1.14605,0.01465,0.61316,0.65282,0.58845,0.40033,1.13497,0.66387,0.01974,0.00761021,0.00253674,0.00761021,0.00253674,0.00761021,0.00253674,0.00761021,0.00253674
85,9368.56,1.33742,1.13498,0.0143,0.61073,0.65281,0.58623,0.39876,1.13361,0.66329,0.01969,0.00728454,0.00242818,0.00728454,0.00242818,0.00728454,0.00242818,0.00728454,0.00242818
86,9487.84,1.32898,1.13836,0.01446,0.60827,0.65148,0.58669,0.39971,1.13157,0.66314,0.01963,0.00696375,0.00232125,0.00696375,0.00232125,0.00696375,0.00232125,0.00696375,0.00232125
87,9605.38,1.33283,1.14338,0.01436,0.60464,0.65283,0.58599,0.39944,1.1309,0.66323,0.01961,0.00664803,0.00221601,0.00664803,0.00221601,0.00664803,0.00221601,0.00664803,0.00221601
88,9724.05,1.34306,1.13346,0.01424,0.61363,0.65464,0.58603,0.3989,1.13004,0.6593,0.0196,0.00633759,0.00211253,0.00633759,0.00211253,0.00633759,0.00211253,0.00633759,0.00211253
89,9857.54,1.32018,1.12066,0.01436,0.60682,0.65395,0.58677,0.39952,1.12938,0.6594,0.01958,0.00603262,0.00201087,0.00603262,0.00201087,0.00603262,0.00201087,0.00603262,0.00201087
90,10000.7,1.32905,1.12117,0.01414,0.6102,0.64979,0.5869,0.39928,1.12841,0.6591,0.01955,0.00573332,0.00191111,0.00573332,0.00191111,0.00573332,0.00191111,0.00573332,0.00191111
91,10139,1.321,1.11923,0.0141,0.61248,0.65172,0.58664,0.39953,1.12711,0.65927,0.0195,0.00543987,0.00181329,0.00543987,0.00181329,0.00543987,0.00181329,0.00543987,0.00181329
92,10278.6,1.3159,1.10856,0.0139,0.61002,0.65715,0.58662,0.3999,1.12672,0.65625,0.01947,0.00515246,0.00171749,0.00515246,0.00171749,0.00515246,0.00171749,0.00515246,0.00171749
93,10416.6,1.31099,1.09554,0.01399,0.61869,0.65705,0.58721,0.40041,1.12554,0.6553,0.01945,0.00487126,0.00162375,0.00487126,0.00162375,0.00487126,0.00162375,0.00487126,0.00162375
94,10551.4,1.31367,1.10195,0.01418,0.61589,0.65788,0.58724,0.40064,1.12508,0.65389,0.01944,0.00459647,0.00153216,0.00459647,0.00153216,0.00459647,0.00153216,0.00459647,0.00153216
95,10691.9,1.3092,1.09498,0.01398,0.6129,0.65201,0.58658,0.40005,1.1252,0.65151,0.01945,0.00432825,0.00144275,0.00432825,0.00144275,0.00432825,0.00144275,0.00432825,0.00144275
96,10829.9,1.30231,1.09972,0.01399,0.61464,0.65782,0.58778,0.40075,1.12388,0.65167,0.01942,0.00406677,0.00135559,0.00406677,0.00135559,0.00406677,0.00135559,0.00406677,0.00135559
97,10970.4,1.30588,1.0969,0.01404,0.60957,0.65912,0.58665,0.4004,1.12366,0.65129,0.01941,0.00381219,0.00127073,0.00381219,0.00127073,0.00381219,0.00127073,0.00381219,0.00127073
98,11110,1.30378,1.08031,0.01384,0.61533,0.65811,0.58688,0.40071,1.12305,0.65101,0.01939,0.00356468,0.00118823,0.00356468,0.00118823,0.00356468,0.00118823,0.00356468,0.00118823
99,11251.5,1.29486,1.07516,0.01367,0.60764,0.65856,0.58668,0.40049,1.12119,0.65358,0.01935,0.0033244,0.00110813,0.0033244,0.00110813,0.0033244,0.00110813,0.0033244,0.00110813
100,11392.2,1.28958,1.07125,0.01394,0.61331,0.65847,0.58659,0.40056,1.12064,0.65171,0.01934,0.00309149,0.0010305,0.00309149,0.0010305,0.00309149,0.0010305,0.00309149,0.0010305
101,11534.9,1.29224,1.08321,0.01395,0.60918,0.65831,0.58639,0.40039,1.12007,0.64927,0.01934,0.0028661,0.000955367,0.0028661,0.000955367,0.0028661,0.000955367,0.0028661,0.000955367
102,11670.7,1.28786,1.07588,0.01377,0.61532,0.66024,0.58797,0.40178,1.11979,0.64797,0.01932,0.00264838,0.000882793,0.00264838,0.000882793,0.00264838,0.000882793,0.00264838,0.000882793
103,11805.7,1.29574,1.06806,0.01363,0.61608,0.65938,0.58844,0.40192,1.11891,0.64804,0.0193,0.00243846,0.000812819,0.00243846,0.000812819,0.00243846,0.000812819,0.00243846,0.000812819
104,11943.8,1.27909,1.05192,0.0137,0.61097,0.65828,0.58806,0.40184,1.11838,0.64787,0.01928,0.00223647,0.00074549,0.00223647,0.00074549,0.00223647,0.00074549,0.00223647,0.00074549
105,12087.6,1.28739,1.06415,0.01347,0.62385,0.65771,0.58789,0.40178,1.11718,0.64803,0.01924,0.00204255,0.000680849,0.00204255,0.000680849,0.00204255,0.000680849,0.00204255,0.000680849
106,12226.3,1.29705,1.07403,0.01368,0.61297,0.65901,0.58772,0.40202,1.11698,0.64783,0.01924,0.00185681,0.000618936,0.00185681,0.000618936,0.00185681,0.000618936,0.00185681,0.000618936
107,12362.7,1.27596,1.0504,0.01356,0.60943,0.65732,0.58743,0.40206,1.11725,0.64527,0.01924,0.00167937,0.00055979,0.00167937,0.00055979,0.00167937,0.00055979,0.00167937,0.00055979
108,12500.7,1.27904,1.05134,0.01359,0.60987,0.6574,0.58737,0.40184,1.11719,0.64323,0.01923,0.00151035,0.000503449,0.00151035,0.000503449,0.00151035,0.000503449,0.00151035,0.000503449
109,12635.4,1.27636,1.05684,0.0135,0.61212,0.65731,0.58737,0.40157,1.11734,0.64237,0.01923,0.00134984,0.000449948,0.00134984,0.000449948,0.00134984,0.000449948,0.00134984,0.000449948
110,12773.6,1.2687,1.04543,0.01345,0.61199,0.65552,0.58721,0.40169,1.11595,0.64412,0.01919,0.00119796,0.000399321,0.00119796,0.000399321,0.00119796,0.000399321,0.00119796,0.000399321
111,12910.2,1.27548,1.04296,0.01323,0.61727,0.65524,0.5875,0.40187,1.11495,0.64408,0.01916,0.0010548,0.0003516,0.0010548,0.0003516,0.0010548,0.0003516,0.0010548,0.0003516
112,13044.5,1.26755,1.0446,0.01346,0.61652,0.65277,0.58756,0.40215,1.11388,0.64468,0.01914,0.000920446,0.000306815,0.000920446,0.000306815,0.000920446,0.000306815,0.000920446,0.000306815
113,13175.9,1.27433,1.04966,0.01353,0.61124,0.64708,0.58628,0.40145,1.11325,0.64466,0.01912,0.000794986,0.000264995,0.000794986,0.000264995,0.000794986,0.000264995,0.000794986,0.000264995
114,13321.3,1.13548,0.67209,0.01349,0.61065,0.64733,0.58515,0.40093,1.11311,0.64405,0.01913,0.000678498,0.000226166,0.000678498,0.000226166,0.000678498,0.000226166,0.000678498,0.000226166
115,13458.1,1.12409,0.65201,0.01308,0.61139,0.6477,0.58619,0.40137,1.11266,0.64278,0.01912,0.000571056,0.000190352,0.000571056,0.000190352,0.000571056,0.000190352,0.000571056,0.000190352
116,13596.1,1.11599,0.64046,0.01318,0.61556,0.6479,0.58719,0.40237,1.11233,0.64253,0.01911,0.000472729,0.000157576,0.000472729,0.000157576,0.000472729,0.000157576,0.000472729,0.000157576
117,13732.4,1.10257,0.6287,0.01286,0.61795,0.65653,0.58727,0.40249,1.11213,0.64261,0.0191,0.000383578,0.000127859,0.000383578,0.000127859,0.000383578,0.000127859,0.000383578,0.000127859
118,13874.3,1.10473,0.62485,0.013,0.61934,0.65475,0.58741,0.4027,1.11234,0.64124,0.0191,0.000303659,0.00010122,0.000303659,0.00010122,0.000303659,0.00010122,0.000303659,0.00010122
119,14011.7,1.09697,0.61933,0.01286,0.61456,0.65588,0.58745,0.40281,1.11259,0.63949,0.0191,0.000233023,7.76745e-05,0.000233023,7.76745e-05,0.000233023,7.76745e-05,0.000233023,7.76745e-05
120,14148.8,1.10697,0.61917,0.01293,0.60213,0.66832,0.5874,0.40291,1.11255,0.63857,0.01911,0.000171715,5.72384e-05,0.000171715,5.72384e-05,0.000171715,5.72384e-05,0.000171715,5.72384e-05
121,14286,1.09884,0.6185,0.01281,0.59983,0.66949,0.58736,0.40269,1.11186,0.63863,0.01909,0.000119774,3.99245e-05,0.000119774,3.99245e-05,0.000119774,3.99245e-05,0.000119774,3.99245e-05
122,14423.8,1.09542,0.61272,0.01273,0.61552,0.65926,0.58683,0.40261,1.1116,0.63907,0.01909,7.7231e-05,2.57437e-05,7.7231e-05,2.57437e-05,7.7231e-05,2.57437e-05,7.7231e-05,2.57437e-05
123,14561.7,1.10007,0.61209,0.0128,0.61461,0.65791,0.58644,0.40277,1.11172,0.63758,0.0191,4.41144e-05,1.47048e-05,4.41144e-05,1.47048e-05,4.41144e-05,1.47048e-05,4.41144e-05,1.47048e-05
124,14699.2,1.09297,0.61296,0.01282,0.59426,0.66965,0.58662,0.40313,1.11182,0.63669,0.0191,2.04447e-05,6.8149e-06,2.04447e-05,6.8149e-06,2.04447e-05,6.8149e-06,2.04447e-05,6.8149e-06
125,14835.5,1.0962,0.61405,0.01288,0.59531,0.66952,0.58671,0.40316,1.1111,0.63724,0.01905,6.23692e-06,2.07897e-06,6.23692e-06,2.07897e-06,6.23692e-06,2.07897e-06,6.23692e-06,2.07897e-06
