epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,14847.1,0.9922,0.77405,1.22332,0.60989,0.65908,0.59294,0.41678,0.98915,0.60195,1.26607,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
127,14962.8,0.99112,0.77601,1.22107,0.60998,0.65921,0.5927,0.4172,0.98843,0.60125,1.26544,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
128,15078.6,0.99021,0.76503,1.21736,0.61083,0.65812,0.59343,0.41839,0.98775,0.6006,1.26481,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
129,15194.7,0.98462,0.76672,1.21525,0.61089,0.65809,0.59363,0.41774,0.98675,0.6001,1.26409,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,15308.2,0.98085,0.76452,1.21182,0.61179,0.65652,0.59351,0.41749,0.98564,0.5996,1.26304,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
131,15424.1,0.98716,0.7688,1.21359,0.61146,0.6568,0.59382,0.41773,0.98512,0.59899,1.26259,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
132,15543.2,0.97666,0.75584,1.20983,0.6112,0.65695,0.59193,0.41639,0.98418,0.59833,1.26186,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
133,15660.4,0.98325,0.76144,1.2144,0.60973,0.65597,0.5916,0.41639,0.98352,0.59776,1.2613,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
134,15777,0.98229,0.76147,1.21069,0.60997,0.65377,0.59184,0.41666,0.98284,0.59721,1.26078,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
135,15894,0.97652,0.7551,1.21091,0.61024,0.65675,0.59187,0.41683,0.98197,0.59657,1.26007,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
136,16019.3,0.88405,0.54358,1.1608,0.61016,0.65547,0.59187,0.417,0.98101,0.59628,1.25932,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
137,16136.2,0.86909,0.52183,1.15243,0.61089,0.6576,0.59198,0.41711,0.98048,0.59557,1.25909,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
138,16253.3,0.86133,0.51379,1.1438,0.61088,0.65804,0.59179,0.41701,0.97962,0.59514,1.25823,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
139,16370,0.85431,0.50352,1.14202,0.61351,0.65164,0.59235,0.41694,0.97847,0.59448,1.25739,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
140,16486.5,0.85493,0.506,1.13845,0.61142,0.65017,0.59078,0.41713,0.97735,0.59392,1.25641,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
141,16603,0.85156,0.50008,1.13694,0.61742,0.65518,0.59286,0.41744,0.9765,0.59325,1.25568,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
142,16720.6,0.85106,0.5013,1.13651,0.61433,0.65361,0.59106,0.41817,0.97549,0.59263,1.25483,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
143,16837,0.84712,0.49679,1.13742,0.61811,0.65573,0.59272,0.41822,0.97475,0.59236,1.25425,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
144,16953.6,0.84136,0.49397,1.13151,0.61369,0.65126,0.59083,0.41862,0.97384,0.59171,1.25351,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
145,17070.2,0.84239,0.49259,1.13298,0.61341,0.65197,0.59112,0.41915,0.97281,0.59112,1.2527,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
146,17183.6,0.83913,0.48999,1.12598,0.61332,0.65066,0.58956,0.41783,0.97182,0.5909,1.252,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
147,17297.6,0.83973,0.48989,1.13147,0.61294,0.65101,0.58966,0.41715,0.97107,0.59054,1.2515,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
148,17411.1,0.83873,0.48773,1.12834,0.61023,0.66135,0.59001,0.41779,0.97024,0.59017,1.25095,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
149,17525.2,0.84187,0.48693,1.1308,0.61001,0.6614,0.58946,0.41734,0.96951,0.5896,1.25057,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
150,17638.1,0.83527,0.4868,1.12767,0.60617,0.66234,0.58994,0.41789,0.96889,0.58942,1.25013,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
